# Value of energy0.111376
# number of periods40
# number of steps40
21.5667 -0.181116 -0.686955
21.5683 -0.179177 -0.686981
21.57 -0.177237 -0.687002
21.5717 -0.175295 -0.687018
21.5733 -0.173352 -0.687028
21.575 -0.171408 -0.687033
21.5767 -0.169462 -0.687033
21.5783 -0.167515 -0.687027
21.58 -0.165566 -0.687016
21.5817 -0.163616 -0.687
21.5833 -0.161665 -0.686978
21.585 -0.159712 -0.686951
21.5867 -0.157758 -0.686918
21.5883 -0.155803 -0.68688
21.59 -0.153846 -0.686837
21.5917 -0.151888 -0.686788
21.5933 -0.149929 -0.686734
21.595 -0.147969 -0.686674
21.5967 -0.146007 -0.686609
21.5983 -0.144044 -0.686538
21.6 -0.14208 -0.686462
21.6017 -0.140115 -0.68638
21.6033 -0.138148 -0.686293
21.605 -0.136181 -0.6862
21.6067 -0.134212 -0.686101
21.6083 -0.132242 -0.685998
21.61 -0.130271 -0.685888
21.6117 -0.128298 -0.685773
21.6133 -0.126325 -0.685653
21.615 -0.124351 -0.685526
21.6167 -0.122375 -0.685395
21.6183 -0.120398 -0.685257
21.62 -0.118421 -0.685114
21.6217 -0.116442 -0.684966
21.6233 -0.114462 -0.684811
21.625 -0.112481 -0.684651
21.6267 -0.1105 -0.684486
21.6283 -0.108517 -0.684315
21.63 -0.106533 -0.684138
21.6317 -0.104548 -0.683955
21.6333 -0.102563 -0.683766
21.635 -0.100576 -0.683572
21.6367 -0.0985885 -0.683373
21.6383 -0.0966001 -0.683167
21.64 -0.0946108 -0.682956
21.6417 -0.0926207 -0.682739
21.6433 -0.0906296 -0.682516
21.645 -0.0886378 -0.682287
21.6467 -0.0866451 -0.682053
21.6483 -0.0846516 -0.681812
21.65 -0.0826573 -0.681566
21.6517 -0.0806623 -0.681314
21.6533 -0.0786664 -0.681057
21.655 -0.0766699 -0.680793
21.6567 -0.0746725 -0.680523
21.6583 -0.0726745 -0.680248
21.66 -0.0706758 -0.679967
21.6617 -0.0686764 -0.67968
21.6633 -0.0666763 -0.679387
21.665 -0.0646755 -0.679088
21.6667 -0.0626741 -0.678783
21.6683 -0.0606721 -0.678472
21.67 -0.0586695 -0.678155
21.6717 -0.0566663 -0.677833
21.6733 -0.0546626 -0.677504
21.675 -0.0526582 -0.677169
21.6767 -0.0506534 -0.676829
21.6783 -0.048648 -0.676482
21.68 -0.0466421 -0.67613
21.6817 -0.0446357 -0.675771
21.6833 -0.0426288 -0.675406
21.685 -0.0406215 -0.675036
21.6867 -0.0386137 -0.674659
21.6883 -0.0366056 -0.674276
21.69 -0.034597 -0.673887
21.6917 -0.032588 -0.673492
21.6933 -0.0305786 -0.673091
21.695 -0.0285689 -0.672684
21.6967 -0.0265589 -0.672271
21.6983 -0.0245485 -0.671851
21.7 -0.0225379 -0.671426
21.7017 -0.0205269 -0.670994
21.7033 -0.0185157 -0.670556
21.705 -0.0165043 -0.670112
21.7067 -0.0144926 -0.669662
21.7083 -0.0124807 -0.669206
21.71 -0.0104686 -0.668743
21.7117 -0.0084563 -0.668274
21.7133 -0.00644387 -0.667799
21.715 -0.00443131 -0.667318
21.7167 -0.00241862 -0.666831
21.7183 -0.000405831 -0.666337
21.72 0.00160704 -0.665837
21.7217 0.00361998 -0.665331
21.7233 0.00563296 -0.664819
21.725 0.00764597 -0.6643
21.7267 0.00965898 -0.663775
21.7283 0.011672 -0.663244
21.73 0.013685 -0.662706
21.7317 0.0156979 -0.662162
21.7333 0.0177107 -0.661612
21.735 0.0197235 -0.661055
21.7367 0.0217362 -0.660492
21.7383 0.0237487 -0.659923
21.74 0.0257611 -0.659347
21.7417 0.0277733 -0.658765
21.7433 0.0297853 -0.658177
21.745 0.0317972 -0.657582
21.7467 0.0338088 -0.65698
21.7483 0.0358201 -0.656373
21.75 0.0378312 -0.655759
21.7517 0.039842 -0.655138
21.7533 0.0418525 -0.654511
21.755 0.0438626 -0.653878
21.7567 0.0458724 -0.653238
21.7583 0.0478819 -0.652591
21.76 0.0498909 -0.651939
21.7617 0.0518995 -0.651279
21.7633 0.0539077 -0.650613
21.765 0.0559155 -0.649941
21.7667 0.0579227 -0.649262
21.7683 0.0599295 -0.648577
21.77 0.0619358 -0.647885
21.7717 0.0639415 -0.647187
21.7733 0.0659466 -0.646482
21.775 0.0679512 -0.64577
21.7767 0.0699552 -0.645052
21.7783 0.0719585 -0.644327
21.78 0.0739612 -0.643596
21.7817 0.0759632 -0.642858
21.7833 0.0779645 -0.642113
21.785 0.0799652 -0.641362
21.7867 0.081965 -0.640605
21.7883 0.0839642 -0.63984
21.79 0.0859625 -0.639069
21.7917 0.08796 -0.638292
21.7933 0.0899567 -0.637507
21.795 0.0919526 -0.636717
21.7967 0.0939475 -0.635919
21.7983 0.0959416 -0.635115
21.8 0.0979348 -0.634304
21.8017 0.099927 -0.633486
21.8033 0.101918 -0.632662
21.805 0.103909 -0.631831
21.8067 0.105898 -0.630993
21.8083 0.107886 -0.630149
21.81 0.109873 -0.629297
21.8117 0.111859 -0.628439
21.8133 0.113844 -0.627575
21.815 0.115828 -0.626703
21.8167 0.117811 -0.625825
21.8183 0.119792 -0.62494
21.82 0.121772 -0.624049
21.8217 0.123751 -0.62315
21.8233 0.125729 -0.622245
21.825 0.127706 -0.621333
21.8267 0.129681 -0.620414
21.8283 0.131655 -0.619488
21.83 0.133627 -0.618556
21.8317 0.135599 -0.617616
21.8333 0.137568 -0.61667
21.835 0.139537 -0.615717
21.8367 0.141504 -0.614758
21.8383 0.143469 -0.613791
21.84 0.145433 -0.612817
21.8417 0.147395 -0.611837
21.8433 0.149356 -0.61085
21.845 0.151315 -0.609856
21.8467 0.153273 -0.608855
21.8483 0.155229 -0.607847
21.85 0.157183 -0.606832
21.8517 0.159136 -0.605811
21.8533 0.161087 -0.604782
21.855 0.163036 -0.603747
21.8567 0.164983 -0.602705
21.8583 0.166929 -0.601655
21.86 0.168873 -0.600599
21.8617 0.170815 -0.599536
21.8633 0.172755 -0.598466
21.865 0.174693 -0.597389
21.8667 0.176629 -0.596305
21.8683 0.178563 -0.595215
21.87 0.180496 -0.594117
21.8717 0.182426 -0.593012
21.8733 0.184354 -0.591901
21.875 0.18628 -0.590782
21.8767 0.188205 -0.589656
21.8783 0.190127 -0.588524
21.88 0.192046 -0.587384
21.8817 0.193964 -0.586238
21.8833 0.19588 -0.585084
21.885 0.197793 -0.583924
21.8867 0.199704 -0.582756
21.8883 0.201612 -0.581582
21.89 0.203519 -0.580401
21.8917 0.205423 -0.579212
21.8933 0.207324 -0.578017
21.895 0.209224 -0.576814
21.8967 0.21112 -0.575605
21.8983 0.213015 -0.574389
21.9 0.214906 -0.573165
21.9017 0.216796 -0.571935
21.9033 0.218683 -0.570697
21.905 0.220567 -0.569453
21.9067 0.222448 -0.568201
21.9083 0.224327 -0.566943
21.91 0.226203 -0.565677
21.9117 0.228077 -0.564405
21.9133 0.229948 -0.563125
21.915 0.231816 -0.561838
21.9167 0.233681 -0.560545
21.9183 0.235544 -0.559244
21.92 0.237403 -0.557936
21.9217 0.23926 -0.556621
21.9233 0.241114 -0.5553
21.925 0.242965 -0.553971
21.9267 0.244812 -0.552635
21.9283 0.246657 -0.551292
21.93 0.248499 -0.549942
21.9317 0.250338 -0.548585
21.9333 0.252174 -0.547221
21.935 0.254006 -0.54585
21.9367 0.255836 -0.544472
21.9383 0.257662 -0.543086
21.94 0.259485 -0.541694
21.9417 0.261304 -0.540295
21.9433 0.263121 -0.538889
21.945 0.264934 -0.537475
21.9467 0.266744 -0.536055
21.9483 0.26855 -0.534628
21.95 0.270353 -0.533193
21.9517 0.272153 -0.531752
21.9533 0.273949 -0.530303
21.955 0.275741 -0.528848
21.9567 0.27753 -0.527385
21.9583 0.279316 -0.525916
21.96 0.281097 -0.524439
21.9617 0.282876 -0.522956
21.9633 0.28465 -0.521465
21.965 0.286421 -0.519967
21.9667 0.288188 -0.518463
21.9683 0.289951 -0.516951
21.97 0.291711 -0.515432
21.9717 0.293466 -0.513907
21.9733 0.295218 -0.512374
21.975 0.296966 -0.510834
21.9767 0.29871 -0.509288
21.9783 0.30045 -0.507734
21.98 0.302186 -0.506173
21.9817 0.303918 -0.504606
21.9833 0.305645 -0.503031
21.985 0.307369 -0.50145
21.9867 0.309089 -0.499861
21.9883 0.310804 -0.498266
21.99 0.312515 -0.496663
21.9917 0.314222 -0.495054
21.9933 0.315925 -0.493438
21.995 0.317623 -0.491814
21.9967 0.319317 -0.490184
21.9983 0.321007 -0.488547
22 0.322692 -0.486903
22.0017 0.324373 -0.485252
22.0033 0.326049 -0.483594
22.005 0.327721 -0.481929
22.0067 0.329388 -0.480258
22.0083 0.331051 -0.478579
22.01 0.332709 -0.476894
22.0117 0.334362 -0.475201
22.0133 0.336011 -0.473502
22.015 0.337654 -0.471796
22.0167 0.339294 -0.470083
22.0183 0.340928 -0.468364
22.02 0.342557 -0.466637
22.0217 0.344182 -0.464904
22.0233 0.345802 -0.463164
22.025 0.347417 -0.461417
22.0267 0.349027 -0.459663
22.0283 0.350631 -0.457902
22.03 0.352231 -0.456135
22.0317 0.353826 -0.454361
22.0333 0.355415 -0.45258
22.035 0.357 -0.450793
22.0367 0.358579 -0.448998
22.0383 0.360153 -0.447197
22.04 0.361722 -0.44539
22.0417 0.363285 -0.443575
22.0433 0.364844 -0.441754
22.045 0.366396 -0.439926
22.0467 0.367944 -0.438092
22.0483 0.369486 -0.436251
22.05 0.371022 -0.434403
22.0517 0.372553 -0.432549
22.0533 0.374079 -0.430688
22.055 0.375598 -0.42882
22.0567 0.377113 -0.426946
22.0583 0.378621 -0.425065
22.06 0.380124 -0.423178
22.0617 0.381621 -0.421284
22.0633 0.383113 -0.419384
22.065 0.384598 -0.417477
22.0667 0.386078 -0.415564
22.0683 0.387552 -0.413644
22.07 0.38902 -0.411717
22.0717 0.390482 -0.409785
22.0733 0.391938 -0.407845
22.075 0.393388 -0.4059
22.0767 0.394832 -0.403948
22.0783 0.39627 -0.401989
22.08 0.397702 -0.400024
22.0817 0.399127 -0.398053
22.0833 0.400547 -0.396076
22.085 0.40196 -0.394092
22.0867 0.403367 -0.392102
22.0883 0.404767 -0.390105
22.09 0.406162 -0.388103
22.0917 0.40755 -0.386094
22.0933 0.408931 -0.384078
22.095 0.410306 -0.382057
22.0967 0.411675 -0.380029
22.0983 0.413037 -0.377996
22.1 0.414392 -0.375956
22.1017 0.415741 -0.37391
22.1033 0.417084 -0.371858
22.105 0.418419 -0.369799
22.1067 0.419748 -0.367735
22.1083 0.42107 -0.365664
22.11 0.422386 -0.363588
22.1117 0.423694 -0.361506
22.1133 0.424996 -0.359417
22.115 0.426291 -0.357323
22.1167 0.427579 -0.355222
22.1183 0.42886 -0.353116
22.12 0.430134 -0.351004
22.1217 0.431401 -0.348886
22.1233 0.432661 -0.346762
22.125 0.433914 -0.344632
22.1267 0.435159 -0.342497
22.1283 0.436398 -0.340355
22.13 0.437629 -0.338208
22.1317 0.438854 -0.336055
22.1333 0.44007 -0.333897
22.135 0.44128 -0.331733
22.1367 0.442482 -0.329563
22.1383 0.443677 -0.327387
22.14 0.444864 -0.325206
22.1417 0.446044 -0.32302
22.1433 0.447217 -0.320827
22.145 0.448382 -0.318629
22.1467 0.449539 -0.316426
22.1483 0.450689 -0.314217
22.15 0.451832 -0.312003
22.1517 0.452966 -0.309784
22.1533 0.454093 -0.307559
22.155 0.455212 -0.305328
22.1567 0.456324 -0.303092
22.1583 0.457427 -0.300851
22.16 0.458523 -0.298605
22.1617 0.459611 -0.296354
22.1633 0.460691 -0.294097
22.165 0.461764 -0.291835
22.1667 0.462828 -0.289568
22.1683 0.463884 -0.287295
22.17 0.464932 -0.285018
22.1717 0.465972 -0.282736
22.1733 0.467004 -0.280448
22.175 0.468028 -0.278156
22.1767 0.469044 -0.275858
22.1783 0.470052 -0.273556
22.18 0.471051 -0.271249
22.1817 0.472042 -0.268936
22.1833 0.473025 -0.266619
22.185 0.474 -0.264298
22.1867 0.474966 -0.261971
22.1883 0.475924 -0.25964
22.19 0.476873 -0.257304
22.1917 0.477814 -0.254963
22.1933 0.478747 -0.252617
22.195 0.479671 -0.250267
22.1967 0.480587 -0.247913
22.1983 0.481493 -0.245554
22.2 0.482392 -0.24319
22.2017 0.483282 -0.240822
22.2033 0.484163 -0.23845
22.205 0.485035 -0.236073
22.2067 0.485899 -0.233691
22.2083 0.486754 -0.231306
22.21 0.4876 -0.228916
22.2117 0.488437 -0.226522
22.2133 0.489266 -0.224124
22.215 0.490086 -0.221721
22.2167 0.490896 -0.219314
22.2183 0.491698 -0.216904
22.22 0.492491 -0.214489
22.2217 0.493275 -0.21207
22.2233 0.49405 -0.209647
22.225 0.494816 -0.20722
22.2267 0.495573 -0.20479
22.2283 0.496321 -0.202355
22.23 0.497059 -0.199917
22.2317 0.497789 -0.197475
22.2333 0.498509 -0.195029
22.235 0.499221 -0.192579
22.2367 0.499923 -0.190126
22.2383 0.500615 -0.187669
22.24 0.501299 -0.185209
22.2417 0.501973 -0.182745
22.2433 0.502638 -0.180277
22.245 0.503294 -0.177806
22.2467 0.50394 -0.175332
22.2483 0.504577 -0.172854
22.25 0.505204 -0.170373
22.2517 0.505822 -0.167889
22.2533 0.50643 -0.165401
22.255 0.507029 -0.16291
22.2567 0.507619 -0.160416
22.2583 0.508199 -0.157919
22.26 0.508769 -0.155419
22.2617 0.50933 -0.152916
22.2633 0.509881 -0.150409
22.265 0.510423 -0.1479
22.2667 0.510955 -0.145388
22.2683 0.511477 -0.142873
22.27 0.51199 -0.140356
22.2717 0.512493 -0.137835
22.2733 0.512986 -0.135312
22.275 0.513469 -0.132786
22.2767 0.513943 -0.130258
22.2783 0.514407 -0.127727
22.28 0.514861 -0.125193
22.2817 0.515305 -0.122657
22.2833 0.51574 -0.120119
22.285 0.516164 -0.117578
22.2867 0.516579 -0.115035
22.2883 0.516984 -0.112489
22.29 0.517378 -0.109941
22.2917 0.517763 -0.107391
22.2933 0.518138 -0.104839
22.295 0.518503 -0.102285
22.2967 0.518858 -0.0997288
22.2983 0.519203 -0.0971705
22.3 0.519538 -0.0946103
22.3017 0.519863 -0.0920481
22.3033 0.520178 -0.089484
22.305 0.520483 -0.0869181
22.3067 0.520778 -0.0843505
22.3083 0.521063 -0.0817811
22.31 0.521338 -0.0792101
22.3117 0.521602 -0.0766374
22.3133 0.521856 -0.0740632
22.315 0.522101 -0.0714874
22.3167 0.522335 -0.0689102
22.3183 0.522559 -0.0663315
22.32 0.522772 -0.0637515
22.3217 0.522976 -0.0611701
22.3233 0.523169 -0.0585875
22.325 0.523353 -0.0560036
22.3267 0.523526 -0.0534186
22.3283 0.523688 -0.0508324
22.33 0.523841 -0.0482452
22.3317 0.523983 -0.0456569
22.3333 0.524115 -0.0430677
22.335 0.524237 -0.0404775
22.3367 0.524348 -0.0378865
22.3383 0.524449 -0.0352947
22.34 0.52454 -0.032702
22.3417 0.524621 -0.0301087
22.3433 0.524691 -0.0275147
22.345 0.524751 -0.0249201
22.3467 0.5248 -0.0223249
22.3483 0.52484 -0.0197292
22.35 0.524869 -0.017133
22.3517 0.524887 -0.0145364
22.3533 0.524895 -0.0119395
22.355 0.524893 -0.00934223
22.3567 0.524881 -0.00674473
22.3583 0.524858 -0.00414702
22.36 0.524825 -0.00154916
22.3617 0.524782 0.0010488
22.3633 0.524728 0.00364681
22.365 0.524663 0.00624481
22.3667 0.524589 0.00884276
22.3683 0.524504 0.0114406
22.37 0.524409 0.0140383
22.3717 0.524303 0.0166358
22.3733 0.524187 0.019233
22.375 0.524061 0.0218299
22.3767 0.523924 0.0244264
22.3783 0.523777 0.0270225
22.38 0.523619 0.0296182
22.3817 0.523451 0.0322133
22.3833 0.523273 0.0348078
22.385 0.523084 0.0374017
22.3867 0.522885 0.039995
22.3883 0.522676 0.0425875
22.39 0.522456 0.0451792
22.3917 0.522226 0.0477701
22.3933 0.521986 0.0503601
22.395 0.521735 0.0529491
22.3967 0.521474 0.0555372
22.3983 0.521203 0.0581242
22.4 0.520921 0.0607102
22.4017 0.520629 0.063295
22.4033 0.520326 0.0658785
22.405 0.520014 0.0684609
22.4067 0.519691 0.0710419
22.4083 0.519357 0.0736216
22.41 0.519014 0.0761999
22.4117 0.51866 0.0787767
22.4133 0.518296 0.081352
22.415 0.517922 0.0839258
22.4167 0.517537 0.0864979
22.4183 0.517142 0.0890684
22.42 0.516737 0.0916372
22.4217 0.516322 0.0942042
22.4233 0.515896 0.0967694
22.425 0.51546 0.0993327
22.4267 0.515014 0.101894
22.4283 0.514558 0.104454
22.43 0.514092 0.107011
22.4317 0.513615 0.109566
22.4333 0.513129 0.11212
22.435 0.512632 0.114671
22.4367 0.512125 0.117219
22.4383 0.511608 0.119766
22.44 0.511081 0.12231
22.4417 0.510544 0.124852
22.4433 0.509997 0.127392
22.445 0.50944 0.129929
22.4467 0.508873 0.132463
22.4483 0.508295 0.134995
22.45 0.507708 0.137524
22.4517 0.507111 0.140051
22.4533 0.506504 0.142575
22.455 0.505886 0.145096
22.4567 0.505259 0.147614
22.4583 0.504622 0.15013
22.46 0.503975 0.152643
22.4617 0.503319 0.155152
22.4633 0.502652 0.157659
22.465 0.501975 0.160162
22.4667 0.501289 0.162663
22.4683 0.500593 0.16516
22.47 0.499887 0.167654
22.4717 0.499172 0.170145
22.4733 0.498446 0.172633
22.475 0.497711 0.175117
22.4767 0.496966 0.177598
22.4783 0.496212 0.180075
22.48 0.495448 0.182549
22.4817 0.494674 0.18502
22.4833 0.49389 0.187487
22.485 0.493097 0.18995
22.4867 0.492295 0.19241
22.4883 0.491483 0.194865
22.49 0.490661 0.197318
22.4917 0.48983 0.199766
22.4933 0.48899 0.20221
22.495 0.48814 0.204651
22.4967 0.48728 0.207088
22.4983 0.486411 0.209521
22.5 0.485533 0.211949
22.5017 0.484646 0.214374
22.5033 0.483749 0.216795
22.505 0.482843 0.219211
22.5067 0.481927 0.221623
22.5083 0.481003 0.224031
22.51 0.480069 0.226435
22.5117 0.479126 0.228834
22.5133 0.478173 0.231229
22.515 0.477212 0.23362
22.5167 0.476242 0.236006
22.5183 0.475262 0.238388
22.52 0.474273 0.240765
22.5217 0.473276 0.243138
22.5233 0.472269 0.245506
22.525 0.471254 0.247869
22.5267 0.470229 0.250228
22.5283 0.469196 0.252582
22.53 0.468154 0.254931
22.5317 0.467103 0.257275
22.5333 0.466043 0.259615
22.535 0.464974 0.26195
22.5367 0.463897 0.264279
22.5383 0.46281 0.266604
22.54 0.461716 0.268924
22.5417 0.460612 0.271239
22.5433 0.4595 0.273548
22.545 0.458379 0.275853
22.5467 0.45725 0.278152
22.5483 0.456112 0.280446
22.55 0.454966 0.282735
22.5517 0.453811 0.285019
22.5533 0.452648 0.287298
22.555 0.451476 0.289571
22.5567 0.450296 0.291839
22.5583 0.449108 0.294101
22.56 0.447911 0.296358
22.5617 0.446707 0.298609
22.5633 0.445494 0.300855
22.565 0.444272 0.303096
22.5667 0.443043 0.30533
22.5683 0.441805 0.30756
22.57 0.44056 0.309783
22.5717 0.439306 0.312001
22.5733 0.438044 0.314213
22.575 0.436774 0.31642
22.5767 0.435497 0.31862
22.5783 0.434211 0.320815
22.58 0.432918 0.323004
22.5817 0.431616 0.325188
22.5833 0.430307 0.327365
22.585 0.42899 0.329536
22.5867 0.427666 0.331702
22.5883 0.426333 0.333861
22.59 0.424993 0.336014
22.5917 0.423646 0.338162
22.5933 0.422291 0.340303
22.595 0.420928 0.342438
22.5967 0.419557 0.344567
22.5983 0.41818 0.34669
22.6 0.416794 0.348807
22.6017 0.415402 0.350917
22.6033 0.414002 0.353022
22.605 0.412594 0.35512
22.6067 0.41118 0.357211
22.6083 0.409758 0.359296
22.61 0.408329 0.361375
22.6117 0.406892 0.363448
22.6133 0.405449 0.365514
22.615 0.403998 0.367574
22.6167 0.402541 0.369627
22.6183 0.401076 0.371674
22.62 0.399604 0.373714
22.6217 0.398126 0.375748
22.6233 0.39664 0.377775
22.625 0.395148 0.379796
22.6267 0.393649 0.38181
22.6283 0.392143 0.383817
22.63 0.39063 0.385818
22.6317 0.38911 0.387812
22.6333 0.387584 0.389799
22.635 0.386051 0.39178
22.6367 0.384512 0.393754
22.6383 0.382966 0.395721
22.64 0.381413 0.397682
22.6417 0.379854 0.399635
22.6433 0.378289 0.401582
22.645 0.376717 0.403522
22.6467 0.375138 0.405455
22.6483 0.373554 0.407381
22.65 0.371963 0.4093
22.6517 0.370366 0.411213
22.6533 0.368762 0.413118
22.655 0.367153 0.415016
22.6567 0.365537 0.416908
22.6583 0.363915 0.418792
22.66 0.362287 0.42067
22.6617 0.360654 0.42254
22.6633 0.359014 0.424403
22.665 0.357368 0.42626
22.6667 0.355716 0.428109
22.6683 0.354059 0.429951
22.67 0.352395 0.431786
22.6717 0.350726 0.433614
22.6733 0.349051 0.435434
22.675 0.347371 0.437248
22.6767 0.345684 0.439054
22.6783 0.343993 0.440853
22.68 0.342295 0.442645
22.6817 0.340592 0.44443
22.6833 0.338884 0.446207
22.685 0.33717 0.447977
22.6867 0.33545 0.44974
22.6883 0.333725 0.451496
22.69 0.331995 0.453244
22.6917 0.33026 0.454985
22.6933 0.328519 0.456719
22.695 0.326773 0.458445
22.6967 0.325022 0.460164
22.6983 0.323266 0.461876
22.7 0.321504 0.46358
22.7017 0.319738 0.465277
22.7033 0.317966 0.466967
22.705 0.31619 0.468649
22.7067 0.314408 0.470323
22.7083 0.312622 0.471991
22.71 0.310831 0.473651
22.7117 0.309035 0.475303
22.7133 0.307234 0.476948
22.715 0.305428 0.478585
22.7167 0.303618 0.480215
22.7183 0.301803 0.481838
22.72 0.299983 0.483453
22.7217 0.298159 0.485061
22.7233 0.29633 0.486661
22.725 0.294497 0.488253
22.7267 0.292659 0.489838
22.7283 0.290816 0.491415
22.73 0.28897 0.492985
22.7317 0.287119 0.494548
22.7333 0.285263 0.496103
22.735 0.283403 0.49765
22.7367 0.281539 0.499189
22.7383 0.279671 0.500722
22.74 0.277799 0.502246
22.7417 0.275922 0.503763
22.7433 0.274042 0.505272
22.745 0.272157 0.506774
22.7467 0.270268 0.508268
22.7483 0.268375 0.509755
22.75 0.266479 0.511234
22.7517 0.264578 0.512705
22.7533 0.262674 0.514169
22.755 0.260765 0.515625
22.7567 0.258853 0.517073
22.7583 0.256937 0.518514
22.76 0.255018 0.519947
22.7617 0.253094 0.521373
22.7633 0.251167 0.522791
22.765 0.249237 0.524201
22.7667 0.247303 0.525604
22.7683 0.245365 0.526999
22.77 0.243424 0.528386
22.7717 0.241479 0.529766
22.7733 0.239531 0.531138
22.775 0.237579 0.532502
22.7767 0.235624 0.533859
22.7783 0.233666 0.535208
22.78 0.231705 0.536549
22.7817 0.22974 0.537883
22.7833 0.227772 0.539209
22.785 0.225801 0.540527
22.7867 0.223826 0.541838
22.7883 0.221849 0.543141
22.79 0.219868 0.544437
22.7917 0.217885 0.545724
22.7933 0.215898 0.547004
22.795 0.213909 0.548277
22.7967 0.211916 0.549542
22.7983 0.209921 0.550799
22.8 0.207923 0.552048
22.8017 0.205922 0.55329
22.8033 0.203918 0.554524
22.805 0.201911 0.55575
22.8067 0.199902 0.556969
22.8083 0.19789 0.55818
22.81 0.195875 0.559384
22.8117 0.193858 0.56058
22.8133 0.191838 0.561768
22.815 0.189816 0.562948
22.8167 0.187791 0.564121
22.8183 0.185763 0.565286
22.82 0.183733 0.566444
22.8217 0.181701 0.567594
22.8233 0.179666 0.568736
22.825 0.177629 0.569871
22.8267 0.17559 0.570998
22.8283 0.173548 0.572118
22.83 0.171504 0.57323
22.8317 0.169458 0.574334
22.8333 0.16741 0.575431
22.835 0.165359 0.57652
22.8367 0.163307 0.577601
22.8383 0.161252 0.578675
22.84 0.159195 0.579741
22.8417 0.157136 0.5808
22.8433 0.155075 0.581851
22.845 0.153013 0.582894
22.8467 0.150948 0.58393
22.8483 0.148881 0.584959
22.85 0.146813 0.58598
22.8517 0.144743 0.586993
22.8533 0.142671 0.587998
22.855 0.140597 0.588997
22.8567 0.138521 0.589987
22.8583 0.136444 0.59097
22.86 0.134365 0.591946
22.8617 0.132284 0.592914
22.8633 0.130202 0.593875
22.865 0.128118 0.594828
22.8667 0.126033 0.595773
22.8683 0.123946 0.596711
22.87 0.121857 0.597642
22.8717 0.119767 0.598565
22.8733 0.117676 0.59948
22.875 0.115583 0.600389
22.8767 0.113489 0.601289
22.8783 0.111394 0.602183
22.88 0.109297 0.603068
22.8817 0.107199 0.603947
22.8833 0.1051 0.604818
22.885 0.102999 0.605681
22.8867 0.100897 0.606537
22.8883 0.0987942 0.607386
22.89 0.0966901 0.608227
22.8917 0.0945849 0.609061
22.8933 0.0924786 0.609888
22.895 0.0903712 0.610707
22.8967 0.0882628 0.611519
22.8983 0.0861534 0.612323
22.9 0.084043 0.61312
22.9017 0.0819317 0.61391
22.9033 0.0798195 0.614693
22.905 0.0777063 0.615468
22.9067 0.0755923 0.616236
22.9083 0.0734775 0.616996
22.91 0.0713618 0.617749
22.9117 0.0692454 0.618495
22.9133 0.0671282 0.619234
22.915 0.0650103 0.619965
22.9167 0.0628916 0.62069
22.9183 0.0607723 0.621407
22.92 0.0586524 0.622116
22.9217 0.0565318 0.622819
22.9233 0.0544106 0.623514
22.925 0.0522889 0.624202
22.9267 0.0501666 0.624883
22.9283 0.0480438 0.625557
22.93 0.0459205 0.626223
22.9317 0.0437967 0.626883
22.9333 0.0416725 0.627535
22.935 0.0395479 0.62818
22.9367 0.0374229 0.628818
22.9383 0.0352975 0.629449
22.94 0.0331718 0.630072
22.9417 0.0310457 0.630689
22.9433 0.0289194 0.631298
22.945 0.0267928 0.631901
22.9467 0.0246659 0.632496
22.9483 0.0225389 0.633084
22.95 0.0204116 0.633666
22.9517 0.0182842 0.63424
22.9533 0.0161566 0.634807
22.955 0.014029 0.635367
22.9567 0.0119012 0.635921
22.9583 0.00977331 0.636467
22.96 0.0076454 0.637006
22.9617 0.00551746 0.637538
22.9633 0.00338952 0.638064
22.965 0.00126161 0.638582
22.9667 -0.000866268 0.639093
22.9683 -0.00299408 0.639598
22.97 -0.00512179 0.640095
22.9717 -0.0072494 0.640586
22.9733 -0.00937687 0.64107
22.975 -0.0115042 0.641547
22.9767 -0.0136313 0.642017
22.9783 -0.0157582 0.64248
22.98 -0.0178849 0.642937
22.9817 -0.0200114 0.643386
22.9833 -0.0221376 0.643829
22.985 -0.0242635 0.644265
22.9867 -0.0263891 0.644694
22.9883 -0.0285143 0.645116
22.99 -0.0306392 0.645532
22.9917 -0.0327637 0.645941
22.9933 -0.0348879 0.646343
22.995 -0.0370115 0.646738
22.9967 -0.0391348 0.647127
22.9983 -0.0412576 0.647509
23 -0.0433799 0.647884
23.0017 -0.0455017 0.648253
23.0033 -0.047623 0.648615
23.005 -0.0497437 0.64897
23.0067 -0.0518639 0.649319
23.0083 -0.0539835 0.649661
23.01 -0.0561024 0.649996
23.0117 -0.0582208 0.650325
23.0133 -0.0603385 0.650647
23.015 -0.0624555 0.650963
23.0167 -0.0645719 0.651272
23.0183 -0.0666875 0.651575
23.02 -0.0688024 0.65187
23.0217 -0.0709166 0.65216
23.0233 -0.07303 0.652443
23.025 -0.0751426 0.652719
23.0267 -0.0772544 0.652989
23.0283 -0.0793654 0.653253
23.03 -0.0814756 0.65351
23.0317 -0.0835849 0.65376
23.0333 -0.0856933 0.654004
23.035 -0.0878008 0.654242
23.0367 -0.0899074 0.654473
23.0383 -0.092013 0.654698
23.04 -0.0941177 0.654917
23.0417 -0.0962215 0.655129
23.0433 -0.0983242 0.655335
23.045 -0.100426 0.655534
23.0467 -0.102527 0.655727
23.0483 -0.104626 0.655914
23.05 -0.106725 0.656095
23.0517 -0.108822 0.656269
23.0533 -0.110919 0.656437
