# Value of energy0.111376
# number of periods40
# number of steps40
29.1767 0.404154 -0.12423
29.1783 0.40484 -0.121336
29.18 0.405511 -0.118436
29.1817 0.406167 -0.115532
29.1833 0.406809 -0.112623
29.185 0.407435 -0.109709
29.1867 0.408046 -0.106792
29.1883 0.408641 -0.103869
29.19 0.409222 -0.100943
29.1917 0.409787 -0.0980127
29.1933 0.410338 -0.0950783
29.195 0.410872 -0.09214
29.1967 0.411392 -0.0891979
29.1983 0.411896 -0.0862521
29.2 0.412384 -0.0833027
29.2017 0.412857 -0.0803499
29.2033 0.413315 -0.0773937
29.205 0.413757 -0.0744343
29.2067 0.414183 -0.0714717
29.2083 0.414594 -0.0685062
29.21 0.414989 -0.0655376
29.2117 0.415369 -0.0625663
29.2133 0.415733 -0.0595923
29.215 0.416081 -0.0566157
29.2167 0.416413 -0.0536366
29.2183 0.416729 -0.0506552
29.22 0.41703 -0.0476715
29.2217 0.417315 -0.0446857
29.2233 0.417584 -0.0416979
29.225 0.417837 -0.0387081
29.2267 0.418074 -0.0357166
29.2283 0.418295 -0.0327233
29.23 0.418501 -0.0297285
29.2317 0.41869 -0.0267323
29.2333 0.418863 -0.0237347
29.235 0.419021 -0.0207359
29.2367 0.419162 -0.0177359
29.2383 0.419288 -0.014735
29.24 0.419397 -0.0117332
29.2417 0.41949 -0.00873067
29.2433 0.419568 -0.00572747
29.245 0.419629 -0.00272374
29.2467 0.419674 0.000280406
29.2483 0.419703 0.00328485
29.25 0.419717 0.00628948
29.2517 0.419714 0.00929417
29.2533 0.419695 0.0122988
29.255 0.41966 0.0153033
29.2567 0.419609 0.0183075
29.2583 0.419542 0.0213113
29.26 0.419459 0.0243146
29.2617 0.419359 0.0273172
29.2633 0.419244 0.0303191
29.265 0.419113 0.0333202
29.2667 0.418966 0.0363203
29.2683 0.418803 0.0393193
29.27 0.418624 0.042317
29.2717 0.418429 0.0453135
29.2733 0.418218 0.0483085
29.275 0.417991 0.051302
29.2767 0.417748 0.0542938
29.2783 0.417489 0.0572839
29.28 0.417215 0.060272
29.2817 0.416924 0.0632582
29.2833 0.416618 0.0662422
29.285 0.416296 0.069224
29.2867 0.415958 0.0722034
29.2883 0.415605 0.0751805
29.29 0.415235 0.0781549
29.2917 0.41485 0.0811267
29.2933 0.41445 0.0840957
29.295 0.414033 0.0870617
29.2967 0.413602 0.0900248
29.2983 0.413154 0.0929848
29.3 0.412691 0.0959415
29.3017 0.412213 0.098895
29.3033 0.411719 0.101845
29.305 0.41121 0.104791
29.3067 0.410685 0.107734
29.3083 0.410145 0.110673
29.31 0.40959 0.113608
29.3117 0.409019 0.11654
29.3133 0.408433 0.119467
29.315 0.407832 0.12239
29.3167 0.407216 0.125308
29.3183 0.406585 0.128223
29.32 0.405939 0.131132
29.3217 0.405278 0.134038
29.3233 0.404602 0.136938
29.325 0.403911 0.139834
29.3267 0.403205 0.142725
29.3283 0.402485 0.145611
29.33 0.401749 0.148492
29.3317 0.401 0.151367
29.3333 0.400235 0.154238
29.335 0.399456 0.157103
29.3367 0.398662 0.159962
29.3383 0.397854 0.162816
29.34 0.397032 0.165665
29.3417 0.396195 0.168507
29.3433 0.395344 0.171344
29.345 0.394479 0.174175
29.3467 0.3936 0.177
29.3483 0.392707 0.179819
29.35 0.391799 0.182631
29.3517 0.390878 0.185437
29.3533 0.389943 0.188237
29.355 0.388994 0.191031
29.3567 0.388031 0.193818
29.3583 0.387055 0.196598
29.36 0.386065 0.199372
29.3617 0.385061 0.202139
29.3633 0.384044 0.204899
29.365 0.383014 0.207652
29.3667 0.38197 0.210398
29.3683 0.380913 0.213138
29.37 0.379843 0.215869
29.3717 0.378759 0.218594
29.3733 0.377663 0.221311
29.375 0.376554 0.224021
29.3767 0.375431 0.226724
29.3783 0.374296 0.229419
29.38 0.373148 0.232106
29.3817 0.371988 0.234786
29.3833 0.370815 0.237458
29.385 0.369629 0.240122
29.3867 0.368431 0.242778
29.3883 0.367221 0.245426
29.39 0.365998 0.248066
29.3917 0.364763 0.250699
29.3933 0.363516 0.253323
29.395 0.362257 0.255938
29.3967 0.360985 0.258546
29.3983 0.359702 0.261145
29.4 0.358407 0.263736
29.4017 0.357101 0.266318
29.4033 0.355783 0.268892
29.405 0.354453 0.271457
29.4067 0.353111 0.274014
29.4083 0.351759 0.276562
29.41 0.350394 0.279101
29.4117 0.349019 0.281632
29.4133 0.347633 0.284153
29.415 0.346235 0.286666
29.4167 0.344826 0.28917
29.4183 0.343407 0.291665
29.42 0.341976 0.29415
29.4217 0.340535 0.296627
29.4233 0.339083 0.299095
29.425 0.337621 0.301553
29.4267 0.336148 0.304002
29.4283 0.334664 0.306442
29.43 0.333171 0.308872
29.4317 0.331667 0.311294
29.4333 0.330152 0.313705
29.435 0.328628 0.316108
29.4367 0.327094 0.318501
29.4383 0.325549 0.320884
29.44 0.323995 0.323258
29.4417 0.322431 0.325622
29.4433 0.320858 0.327977
29.445 0.319275 0.330322
29.4467 0.317682 0.332657
29.4483 0.31608 0.334982
29.45 0.314468 0.337298
29.4517 0.312848 0.339604
29.4533 0.311218 0.3419
29.455 0.309579 0.344187
29.4567 0.30793 0.346463
29.4583 0.306273 0.348729
29.46 0.304608 0.350986
29.4617 0.302933 0.353232
29.4633 0.30125 0.355469
29.465 0.299558 0.357696
29.4667 0.297857 0.359912
29.4683 0.296148 0.362119
29.47 0.294431 0.364315
29.4717 0.292705 0.366501
29.4733 0.290972 0.368677
29.475 0.28923 0.370843
29.4767 0.28748 0.372999
29.4783 0.285722 0.375144
29.48 0.283956 0.37728
29.4817 0.282183 0.379405
29.4833 0.280402 0.38152
29.485 0.278613 0.383624
29.4867 0.276816 0.385719
29.4883 0.275012 0.387803
29.49 0.273201 0.389876
29.4917 0.271382 0.39194
29.4933 0.269557 0.393993
29.495 0.267724 0.396036
29.4967 0.265883 0.398068
29.4983 0.264036 0.40009
29.5 0.262182 0.402101
29.5017 0.260321 0.404103
29.5033 0.258454 0.406093
29.505 0.256579 0.408074
29.5067 0.254698 0.410044
29.5083 0.252811 0.412003
29.51 0.250917 0.413952
29.5117 0.249017 0.415891
29.5133 0.24711 0.417819
29.515 0.245197 0.419737
29.5167 0.243278 0.421644
29.5183 0.241353 0.423541
29.52 0.239422 0.425428
29.5217 0.237485 0.427303
29.5233 0.235542 0.429169
29.525 0.233593 0.431024
29.5267 0.231638 0.432868
29.5283 0.229678 0.434703
29.53 0.227713 0.436526
29.5317 0.225741 0.438339
29.5333 0.223765 0.440142
29.535 0.221783 0.441934
29.5367 0.219795 0.443716
29.5383 0.217803 0.445487
29.54 0.215805 0.447248
29.5417 0.213802 0.448998
29.5433 0.211795 0.450738
29.545 0.209782 0.452468
29.5467 0.207764 0.454187
29.5483 0.205742 0.455895
29.55 0.203715 0.457594
29.5517 0.201683 0.459281
29.5533 0.199647 0.460959
29.555 0.197606 0.462626
29.5567 0.19556 0.464282
29.5583 0.19351 0.465928
29.56 0.191456 0.467564
29.5617 0.189398 0.46919
29.5633 0.187335 0.470805
29.565 0.185269 0.472409
29.5667 0.183198 0.474004
29.5683 0.181123 0.475587
29.57 0.179044 0.477161
29.5717 0.176961 0.478724
29.5733 0.174875 0.480277
29.575 0.172784 0.48182
29.5767 0.17069 0.483353
29.5783 0.168593 0.484875
29.58 0.166491 0.486387
29.5817 0.164387 0.487888
29.5833 0.162279 0.48938
29.585 0.160167 0.490861
29.5867 0.158052 0.492332
29.5883 0.155934 0.493793
29.59 0.153812 0.495244
29.5917 0.151688 0.496684
29.5933 0.14956 0.498114
29.595 0.147429 0.499535
29.5967 0.145295 0.500945
29.5983 0.143158 0.502345
29.6 0.141019 0.503735
29.6017 0.138876 0.505114
29.6033 0.136731 0.506484
29.605 0.134583 0.507844
29.6067 0.132433 0.509194
29.6083 0.13028 0.510533
29.61 0.128124 0.511863
29.6117 0.125966 0.513183
29.6133 0.123805 0.514493
29.615 0.121642 0.515793
29.6167 0.119476 0.517083
29.6183 0.117309 0.518363
29.62 0.115139 0.519633
29.6217 0.112967 0.520893
29.6233 0.110793 0.522144
29.625 0.108616 0.523384
29.6267 0.106438 0.524615
29.6283 0.104258 0.525837
29.63 0.102075 0.527048
29.6317 0.0998911 0.52825
29.6333 0.0977052 0.529441
29.635 0.0955174 0.530624
29.6367 0.0933279 0.531796
29.6383 0.0911367 0.532959
29.64 0.0889439 0.534112
29.6417 0.0867495 0.535256
29.6433 0.0845535 0.53639
29.645 0.082356 0.537514
29.6467 0.0801571 0.538629
29.6483 0.0779568 0.539735
29.65 0.0757551 0.54083
29.6517 0.073552 0.541917
29.6533 0.0713477 0.542994
29.655 0.0691422 0.544061
29.6567 0.0669355 0.545119
29.6583 0.0647276 0.546168
29.66 0.0625187 0.547207
29.6617 0.0603087 0.548237
29.6633 0.0580976 0.549258
29.665 0.0558856 0.550269
29.6667 0.0536727 0.551271
29.6683 0.0514589 0.552264
29.67 0.0492442 0.553247
29.6717 0.0470287 0.554221
29.6733 0.0448125 0.555186
29.675 0.0425955 0.556142
29.6767 0.0403779 0.557089
29.6783 0.0381596 0.558027
29.68 0.0359407 0.558955
29.6817 0.0337212 0.559874
29.6833 0.0315012 0.560785
29.685 0.0292807 0.561686
29.6867 0.0270597 0.562578
29.6883 0.0248384 0.563462
29.69 0.0226166 0.564336
29.6917 0.0203945 0.565202
29.6933 0.0181722 0.566058
29.695 0.0159495 0.566906
29.6967 0.0137266 0.567745
29.6983 0.0115035 0.568575
29.7 0.00928029 0.569396
29.7017 0.00705693 0.570208
29.7033 0.00483347 0.571011
29.705 0.00260996 0.571806
29.7067 0.000386434 0.572592
29.7083 -0.00183708 0.57337
29.71 -0.00406055 0.574138
29.7117 -0.00628393 0.574899
29.7133 -0.00850721 0.57565
29.715 -0.0107303 0.576393
29.7167 -0.0129533 0.577127
29.7183 -0.015176 0.577853
29.72 -0.0173985 0.57857
29.7217 -0.0196207 0.579279
29.7233 -0.0218426 0.579979
29.725 -0.0240641 0.580671
29.7267 -0.0262853 0.581354
29.7283 -0.0285061 0.582029
29.73 -0.0307265 0.582695
29.7317 -0.0329463 0.583354
29.7333 -0.0351657 0.584003
29.735 -0.0373846 0.584645
29.7367 -0.0396029 0.585278
29.7383 -0.0418207 0.585903
29.74 -0.0440378 0.58652
29.7417 -0.0462543 0.587129
29.7433 -0.0484701 0.587729
29.745 -0.0506852 0.588321
29.7467 -0.0528996 0.588905
29.7483 -0.0551132 0.589481
29.75 -0.0573261 0.590049
29.7517 -0.0595381 0.590609
29.7533 -0.0617493 0.591161
29.755 -0.0639597 0.591705
29.7567 -0.0661691 0.59224
29.7583 -0.0683777 0.592768
29.76 -0.0705853 0.593288
29.7617 -0.0727919 0.5938
29.7633 -0.0749976 0.594304
29.765 -0.0772022 0.5948
29.7667 -0.0794058 0.595289
29.7683 -0.0816083 0.595769
29.77 -0.0838097 0.596242
29.7717 -0.08601 0.596707
29.7733 -0.0882091 0.597164
29.775 -0.0904071 0.597614
29.7767 -0.0926039 0.598056
29.7783 -0.0947995 0.59849
29.78 -0.0969938 0.598916
29.7817 -0.0991869 0.599335
29.7833 -0.101379 0.599747
29.785 -0.103569 0.60015
29.7867 -0.105758 0.600547
29.7883 -0.107946 0.600935
29.79 -0.110133 0.601316
29.7917 -0.112318 0.60169
29.7933 -0.114501 0.602056
29.795 -0.116683 0.602415
29.7967 -0.118864 0.602766
29.7983 -0.121043 0.60311
29.8 -0.123221 0.603447
29.8017 -0.125397 0.603776
29.8033 -0.127572 0.604098
29.805 -0.129745 0.604413
29.8067 -0.131916 0.60472
29.8083 -0.134086 0.60502
29.81 -0.136254 0.605313
29.8117 -0.138421 0.605599
29.8133 -0.140586 0.605878
29.815 -0.142749 0.606149
29.8167 -0.144911 0.606413
29.8183 -0.147071 0.606671
29.82 -0.149229 0.606921
29.8217 -0.151385 0.607164
29.8233 -0.153539 0.6074
29.825 -0.155692 0.607629
29.8267 -0.157843 0.607851
29.8283 -0.159992 0.608066
29.83 -0.162139 0.608274
29.8317 -0.164285 0.608475
29.8333 -0.166428 0.60867
29.835 -0.168569 0.608857
29.8367 -0.170709 0.609038
29.8383 -0.172847 0.609212
29.84 -0.174982 0.609379
29.8417 -0.177116 0.609539
29.8433 -0.179248 0.609692
29.845 -0.181377 0.609839
29.8467 -0.183505 0.609979
29.8483 -0.185631 0.610112
29.85 -0.187754 0.610239
29.8517 -0.189876 0.610359
29.8533 -0.191995 0.610472
29.855 -0.194112 0.610579
29.8567 -0.196228 0.610679
29.8583 -0.198341 0.610773
29.86 -0.200451 0.61086
29.8617 -0.20256 0.61094
29.8633 -0.204667 0.611014
29.865 -0.206771 0.611082
29.8667 -0.208873 0.611143
29.8683 -0.210973 0.611198
29.87 -0.213071 0.611246
29.8717 -0.215166 0.611288
29.8733 -0.217259 0.611324
29.875 -0.21935 0.611353
29.8767 -0.221438 0.611376
29.8783 -0.223525 0.611392
29.88 -0.225609 0.611403
29.8817 -0.22769 0.611407
29.8833 -0.229769 0.611405
29.885 -0.231846 0.611396
29.8867 -0.23392 0.611382
29.8883 -0.235993 0.611361
29.89 -0.238062 0.611334
29.8917 -0.240129 0.611301
29.8933 -0.242194 0.611262
29.895 -0.244257 0.611217
29.8967 -0.246316 0.611166
29.8983 -0.248374 0.611108
29.9 -0.250429 0.611045
29.9017 -0.252481 0.610976
29.9033 -0.254531 0.6109
29.905 -0.256579 0.610819
29.9067 -0.258623 0.610732
29.9083 -0.260666 0.610639
29.91 -0.262706 0.61054
29.9117 -0.264743 0.610435
29.9133 -0.266777 0.610324
29.915 -0.26881 0.610208
29.9167 -0.270839 0.610085
29.9183 -0.272866 0.609957
29.92 -0.27489 0.609823
29.9217 -0.276912 0.609683
29.9233 -0.278931 0.609538
29.925 -0.280947 0.609386
29.9267 -0.282961 0.609229
29.9283 -0.284972 0.609067
29.93 -0.28698 0.608898
29.9317 -0.288986 0.608724
29.9333 -0.290989 0.608545
29.935 -0.292989 0.60836
29.9367 -0.294986 0.608169
29.9383 -0.296981 0.607973
29.94 -0.298973 0.607771
29.9417 -0.300962 0.607564
29.9433 -0.302949 0.607351
29.945 -0.304932 0.607132
29.9467 -0.306913 0.606908
29.9483 -0.308891 0.606679
29.95 -0.310867 0.606444
29.9517 -0.312839 0.606204
29.9533 -0.314809 0.605959
29.955 -0.316776 0.605708
29.9567 -0.31874 0.605452
29.9583 -0.320701 0.60519
29.96 -0.32266 0.604923
29.9617 -0.324615 0.604651
29.9633 -0.326568 0.604373
29.965 -0.328518 0.604091
29.9667 -0.330464 0.603803
29.9683 -0.332408 0.60351
29.97 -0.334349 0.603211
29.9717 -0.336288 0.602907
29.9733 -0.338223 0.602599
29.975 -0.340155 0.602285
29.9767 -0.342085 0.601966
29.9783 -0.344011 0.601641
29.98 -0.345934 0.601312
29.9817 -0.347855 0.600978
29.9833 -0.349773 0.600638
29.985 -0.351687 0.600294
29.9867 -0.353599 0.599944
29.9883 -0.355507 0.59959
29.99 -0.357413 0.59923
29.9917 -0.359316 0.598866
29.9933 -0.361215 0.598496
29.995 -0.363112 0.598122
29.9967 -0.365005 0.597743
29.9983 -0.366896 0.597358
30 -0.368783 0.596969
30.0017 -0.370668 0.596575
30.0033 -0.372549 0.596177
30.005 -0.374428 0.595773
30.0067 -0.376303 0.595364
30.0083 -0.378175 0.594951
30.01 -0.380044 0.594533
30.0117 -0.38191 0.59411
30.0133 -0.383773 0.593683
30.015 -0.385633 0.59325
30.0167 -0.38749 0.592813
30.0183 -0.389344 0.592371
30.02 -0.391194 0.591925
30.0217 -0.393042 0.591474
30.0233 -0.394886 0.591018
30.025 -0.396727 0.590558
30.0267 -0.398565 0.590093
30.0283 -0.4004 0.589623
30.03 -0.402232 0.589149
30.0317 -0.40406 0.58867
30.0333 -0.405886 0.588187
30.035 -0.407708 0.587699
30.0367 -0.409527 0.587206
30.0383 -0.411343 0.586709
30.04 -0.413156 0.586208
30.0417 -0.414965 0.585702
30.0433 -0.416771 0.585192
30.045 -0.418575 0.584677
30.0467 -0.420375 0.584158
30.0483 -0.422171 0.583634
30.05 -0.423965 0.583106
30.0517 -0.425755 0.582574
30.0533 -0.427542 0.582037
30.055 -0.429326 0.581496
30.0567 -0.431106 0.580951
30.0583 -0.432884 0.580401
30.06 -0.434658 0.579847
30.0617 -0.436429 0.579288
30.0633 -0.438196 0.578726
30.065 -0.439961 0.578159
30.0667 -0.441722 0.577588
30.0683 -0.44348 0.577012
30.07 -0.445234 0.576433
30.0717 -0.446985 0.575849
30.0733 -0.448733 0.575261
30.075 -0.450478 0.574669
30.0767 -0.452219 0.574073
30.0783 -0.453957 0.573472
30.08 -0.455692 0.572868
30.0817 -0.457424 0.572259
30.0833 -0.459152 0.571646
30.085 -0.460877 0.57103
30.0867 -0.462598 0.570409
30.0883 -0.464317 0.569784
30.09 -0.466031 0.569155
30.0917 -0.467743 0.568522
30.0933 -0.469451 0.567885
30.095 -0.471156 0.567244
30.0967 -0.472858 0.566599
30.0983 -0.474556 0.56595
30.1 -0.476251 0.565297
30.1017 -0.477942 0.564641
30.1033 -0.479631 0.56398
30.105 -0.481315 0.563315
30.1067 -0.482997 0.562647
30.1083 -0.484675 0.561974
30.11 -0.48635 0.561298
30.1117 -0.488021 0.560618
30.1133 -0.489689 0.559934
30.115 -0.491354 0.559246
30.1167 -0.493015 0.558555
30.1183 -0.494673 0.55786
30.12 -0.496327 0.55716
30.1217 -0.497978 0.556457
30.1233 -0.499626 0.555751
30.125 -0.50127 0.55504
30.1267 -0.502911 0.554326
30.1283 -0.504548 0.553608
30.13 -0.506182 0.552887
30.1317 -0.507813 0.552162
30.1333 -0.50944 0.551433
30.135 -0.511064 0.5507
30.1367 -0.512684 0.549964
30.1383 -0.514301 0.549224
30.14 -0.515915 0.548481
30.1417 -0.517525 0.547734
30.1433 -0.519132 0.546983
30.145 -0.520735 0.546229
30.1467 -0.522335 0.545471
30.1483 -0.523931 0.54471
30.15 -0.525524 0.543945
30.1517 -0.527113 0.543176
30.1533 -0.528699 0.542404
30.155 -0.530282 0.541629
30.1567 -0.531861 0.54085
30.1583 -0.533437 0.540068
30.16 -0.535009 0.539282
30.1617 -0.536578 0.538493
30.1633 -0.538143 0.5377
30.165 -0.539705 0.536904
30.1667 -0.541263 0.536104
30.1683 -0.542818 0.535301
30.17 -0.544369 0.534495
30.1717 -0.545917 0.533685
30.1733 -0.547462 0.532872
30.175 -0.549003 0.532055
30.1767 -0.55054 0.531235
30.1783 -0.552074 0.530412
30.18 -0.553604 0.529586
30.1817 -0.555131 0.528756
30.1833 -0.556655 0.527923
30.185 -0.558175 0.527087
30.1867 -0.559691 0.526247
30.1883 -0.561204 0.525404
30.19 -0.562714 0.524558
30.1917 -0.56422 0.523709
30.1933 -0.565722 0.522856
30.195 -0.567221 0.522
30.1967 -0.568717 0.521141
30.1983 -0.570209 0.520279
30.2 -0.571697 0.519414
30.2017 -0.573182 0.518546
30.2033 -0.574664 0.517674
30.205 -0.576142 0.516799
30.2067 -0.577616 0.515921
30.2083 -0.579087 0.51504
30.21 -0.580554 0.514156
30.2117 -0.582018 0.513269
30.2133 -0.583478 0.512379
30.215 -0.584935 0.511486
30.2167 -0.586388 0.510589
30.2183 -0.587838 0.50969
30.22 -0.589284 0.508787
30.2217 -0.590727 0.507882
30.2233 -0.592166 0.506973
30.225 -0.593601 0.506062
30.2267 -0.595033 0.505147
30.2283 -0.596462 0.50423
30.23 -0.597887 0.50331
30.2317 -0.599308 0.502386
30.2333 -0.600726 0.50146
30.235 -0.60214 0.500531
30.2367 -0.603551 0.499599
30.2383 -0.604958 0.498664
30.24 -0.606362 0.497726
30.2417 -0.607762 0.496785
30.2433 -0.609158 0.495841
30.245 -0.610551 0.494895
30.2467 -0.61194 0.493945
30.2483 -0.613326 0.492993
30.25 -0.614708 0.492038
30.2517 -0.616087 0.49108
30.2533 -0.617462 0.490119
30.255 -0.618834 0.489156
30.2567 -0.620202 0.488189
30.2583 -0.621566 0.48722
30.26 -0.622927 0.486248
30.2617 -0.624284 0.485274
30.2633 -0.625638 0.484296
30.265 -0.626988 0.483316
30.2667 -0.628335 0.482333
30.2683 -0.629678 0.481348
30.27 -0.631017 0.48036
30.2717 -0.632353 0.479369
30.2733 -0.633685 0.478375
30.275 -0.635014 0.477379
30.2767 -0.636339 0.47638
30.2783 -0.63766 0.475378
30.28 -0.638978 0.474374
30.2817 -0.640292 0.473367
30.2833 -0.641603 0.472357
30.285 -0.64291 0.471345
30.2867 -0.644214 0.470331
30.2883 -0.645514 0.469313
30.29 -0.64681 0.468293
30.2917 -0.648103 0.467271
30.2933 -0.649392 0.466246
30.295 -0.650678 0.465218
30.2967 -0.65196 0.464188
30.2983 -0.653238 0.463156
30.3 -0.654513 0.46212
30.3017 -0.655784 0.461083
30.3033 -0.657052 0.460043
30.305 -0.658316 0.459
30.3067 -0.659576 0.457955
30.3083 -0.660833 0.456907
30.31 -0.662086 0.455857
30.3117 -0.663336 0.454804
30.3133 -0.664582 0.453749
30.315 -0.665824 0.452692
30.3167 -0.667063 0.451632
30.3183 -0.668298 0.45057
30.32 -0.669529 0.449505
30.3217 -0.670757 0.448438
30.3233 -0.671982 0.447369
30.325 -0.673202 0.446297
30.3267 -0.67442 0.445223
30.3283 -0.675633 0.444146
30.33 -0.676843 0.443067
30.3317 -0.678049 0.441986
30.3333 -0.679252 0.440903
30.335 -0.680451 0.439817
30.3367 -0.681646 0.438728
30.3383 -0.682838 0.437638
30.34 -0.684026 0.436545
30.3417 -0.685211 0.43545
30.3433 -0.686392 0.434353
30.345 -0.687569 0.433253
30.3467 -0.688743 0.432151
30.3483 -0.689913 0.431047
30.35 -0.69108 0.429941
30.3517 -0.692242 0.428833
30.3533 -0.693402 0.427722
30.355 -0.694557 0.426609
30.3567 -0.695709 0.425494
30.3583 -0.696858 0.424376
30.36 -0.698002 0.423257
30.3617 -0.699144 0.422135
30.3633 -0.700281 0.421011
30.365 -0.701415 0.419885
30.3667 -0.702545 0.418757
30.3683 -0.703672 0.417627
30.37 -0.704795 0.416494
30.3717 -0.705914 0.41536
30.3733 -0.70703 0.414223
30.375 -0.708142 0.413084
30.3767 -0.70925 0.411943
30.3783 -0.710355 0.410801
30.38 -0.711457 0.409656
30.3817 -0.712554 0.408508
30.3833 -0.713648 0.407359
30.385 -0.714738 0.406208
30.3867 -0.715825 0.405055
30.3883 -0.716908 0.4039
30.39 -0.717988 0.402743
30.3917 -0.719063 0.401583
30.3933 -0.720136 0.400422
30.395 -0.721204 0.399259
30.3967 -0.722269 0.398093
30.3983 -0.72333 0.396926
30.4 -0.724388 0.395757
30.4017 -0.725442 0.394586
30.4033 -0.726492 0.393413
30.405 -0.727539 0.392238
30.4067 -0.728582 0.391061
30.4083 -0.729621 0.389882
30.41 -0.730657 0.388701
30.4117 -0.731689 0.387518
30.4133 -0.732718 0.386334
30.415 -0.733743 0.385147
30.4167 -0.734764 0.383959
30.4183 -0.735782 0.382768
30.42 -0.736795 0.381576
30.4217 -0.737806 0.380382
30.4233 -0.738813 0.379186
30.425 -0.739816 0.377988
30.4267 -0.740815 0.376789
30.4283 -0.741811 0.375588
30.43 -0.742803 0.374384
30.4317 -0.743791 0.373179
30.4333 -0.744776 0.371972
30.435 -0.745757 0.370764
30.4367 -0.746735 0.369553
30.4383 -0.747709 0.368341
30.44 -0.748679 0.367127
30.4417 -0.749646 0.365912
30.4433 -0.750609 0.364694
30.445 -0.751568 0.363475
30.4467 -0.752524 0.362254
30.4483 -0.753476 0.361031
30.45 -0.754424 0.359807
30.4517 -0.755369 0.358581
30.4533 -0.75631 0.357353
30.455 -0.757247 0.356123
30.4567 -0.758181 0.354892
30.4583 -0.759111 0.353659
30.46 -0.760038 0.352425
30.4617 -0.760961 0.351188
30.4633 -0.76188 0.34995
30.465 -0.762796 0.348711
30.4667 -0.763708 0.34747
30.4683 -0.764616 0.346227
30.47 -0.765521 0.344982
30.4717 -0.766422 0.343736
30.4733 -0.767319 0.342489
30.475 -0.768213 0.341239
30.4767 -0.769103 0.339988
30.4783 -0.769989 0.338736
30.48 -0.770872 0.337482
30.4817 -0.771751 0.336226
30.4833 -0.772626 0.334969
30.485 -0.773498 0.33371
30.4867 -0.774366 0.33245
30.4883 -0.775231 0.331188
30.49 -0.776092 0.329925
30.4917 -0.776949 0.32866
30.4933 -0.777803 0.327393
30.495 -0.778653 0.326125
30.4967 -0.779499 0.324856
30.4983 -0.780341 0.323585
30.5 -0.78118 0.322313
30.5017 -0.782016 0.321039
30.5033 -0.782847 0.319763
30.505 -0.783675 0.318486
30.5067 -0.7845 0.317208
30.5083 -0.785321 0.315928
30.51 -0.786138 0.314647
30.5117 -0.786951 0.313364
30.5133 -0.787761 0.31208
30.515 -0.788567 0.310795
30.5167 -0.789369 0.309508
30.5183 -0.790168 0.308219
30.52 -0.790963 0.30693
30.5217 -0.791755 0.305638
30.5233 -0.792543 0.304346
30.525 -0.793327 0.303052
30.5267 -0.794108 0.301757
30.5283 -0.794885 0.30046
30.53 -0.795658 0.299162
30.5317 -0.796428 0.297863
30.5333 -0.797193 0.296562
30.535 -0.797956 0.29526
30.5367 -0.798714 0.293957
30.5383 -0.799469 0.292652
30.54 -0.800221 0.291346
30.5417 -0.800969 0.290038
30.5433 -0.801713 0.28873
30.545 -0.802453 0.28742
30.5467 -0.80319 0.286109
30.5483 -0.803923 0.284796
30.55 -0.804652 0.283483
30.5517 -0.805378 0.282168
30.5533 -0.8061 0.280851
30.555 -0.806819 0.279534
30.5567 -0.807534 0.278215
30.5583 -0.808245 0.276895
30.56 -0.808952 0.275574
30.5617 -0.809656 0.274251
30.5633 -0.810357 0.272928
30.565 -0.811053 0.271603
30.5667 -0.811746 0.270277
30.5683 -0.812435 0.268949
30.57 -0.813121 0.267621
30.5717 -0.813803 0.266291
30.5733 -0.814481 0.26496
30.575 -0.815156 0.263628
30.5767 -0.815827 0.262295
30.5783 -0.816494 0.260961
30.58 -0.817158 0.259626
